state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
AK,91,408,no,no,0,218.5,129,37.15,182.9,83,15.55,182.4,118,8.21,11.0,6,2.97,0,yes
NJ,104,415,yes,yes,11,214.2,80,36.41,196.9,85,16.74,181.9,116,8.19,13.2,4,3.56,2,no
MT,79,408,yes,no,0,227.7,127,38.71,204.9,126,17.42,152.5,91,6.86,9.1,3,2.46,3,yes
ND,119,408,yes,yes,12,157.5,122,26.78,200.8,100,17.07,169.6,107,7.63,11.8,3,3.19,1,no
MI,99,415,no,yes,10,174.0,93,29.58,169.1,100,14.37,158.7,98,7.14,8.5,3,2.29,2,no
OH,140,408,no,no,0,166.9,118,28.37,114.3,122,9.72,154.8,78,6.97,7.9,1,2.13,1,no
SD,103,415,no,yes,11,220.0,121,37.4,139.6,102,11.87,204.3,98,9.19,10.4,4,2.81,1,no
IN,91,408,no,no,0,231.7,95,39.39,244.9,88,20.82,182.8,109,8.23,14.7,4,3.97,1,no
DE,129,415,no,no,0,198.8,122,33.8,148.8,104,12.65,249.9,126,11.25,11.1,5,3.0,0,no
LA,74,415,no,yes,10,204.6,75,34.78,193.7,135,16.46,243.7,140,10.97,11.4,3,3.08,2,no
MO,106,510,no,yes,9,155.4,107,26.42,228.0,117,19.38,236.8,65,10.66,9.1,7,2.46,1,no
CO,53,415,no,no,0,129.6,106,22.03,182.1,104,15.48,205.7,113,9.26,11.6,6,3.13,4,no
MI,82,510,no,no,0,197.6,99,33.59,144.5,125,12.28,237.8,115,10.7,10.9,4,2.94,2,no
NE,87,415,no,no,0,196.6,97,33.42,179.7,92,15.27,242.6,106,10.92,5.0,4,1.35,0,no
NJ,71,510,no,no,0,68.1,93,11.58,244.0,93,20.74,137.9,94,6.21,9.4,2,2.54,0,no
CT,115,408,no,no,0,206.9,122,35.17,255.9,98,21.75,241.8,93,10.88,12.7,5,3.43,1,no
OK,127,510,yes,yes,13,168.2,140,28.59,220.7,115,18.76,165.7,105,7.46,10.8,2,2.92,1,yes
KS,40,408,no,no,0,212.4,99,36.11,221.3,102,18.81,165.9,123,7.47,9.5,2,2.57,3,yes
HI,75,415,no,yes,8,165.9,104,28.2,199.5,89,16.96,235.2,91,10.58,14.7,6,3.97,1,no
NH,142,408,no,no,0,192.2,88,32.67,166.0,123,14.11,193.9,81,8.73,13.4,5,3.62,3,no
RI,121,510,no,no,0,216.7,77,36.84,265.4,132,22.56,169.4,101,7.62,15.1,6,4.08,4,no
SD,67,415,no,no,0,132.1,101,22.46,215.6,135,18.33,235.2,105,10.58,9.8,4,2.65,2,no
MN,114,510,no,yes,7,133.2,114,22.64,204.2,109,17.36,180.8,78,8.14,14.4,4,3.89,2,no
IA,52,510,no,no,0,236.8,102,40.26,235.3,119,20.0,272.7,103,12.27,8.8,4,2.38,2,no
PA,121,510,no,no,0,109.9,101,18.68,215.8,65,18.34,150.4,99,6.77,14.3,1,3.86,2,no
WV,101,510,no,yes,7,192.9,87,32.79,190.9,104,16.23,225.7,118,10.16,11.3,4,3.05,2,no
WV,97,415,no,yes,14,152.0,111,25.84,202.0,72,17.17,167.2,72,7.52,11.5,4,3.11,1,no
OK,98,415,no,no,0,216.0,59,36.72,153.7,108,13.06,121.9,84,5.49,17.0,5,4.59,0,no
NJ,41,415,no,no,0,151.5,118,25.76,244.1,104,20.75,180.0,131,8.1,8.2,5,2.21,5,no
NJ,150,510,no,no,0,225.1,109,38.27,223.1,143,18.96,166.3,102,7.48,15.9,7,4.29,2,no
VA,65,415,no,no,0,213.3,105,36.26,233.4,131,19.84,147.1,84,6.62,8.7,2,2.35,1,no
FL,66,510,no,yes,8,228.5,112,38.85,234.5,136,19.93,217.7,78,9.8,9.2,6,2.48,5,yes
WA,87,510,no,no,0,237.8,107,40.43,210.1,83,17.86,172.5,87,7.76,9.7,5,2.62,2,no
AL,185,408,no,no,0,100.0,54,17.0,168.9,116,14.36,243.8,116,10.97,10.9,5,2.94,4,no
CA,141,408,no,no,0,229.0,89,38.93,235.0,119,19.98,253.8,132,11.42,8.8,6,2.38,2,no
VT,61,510,no,no,0,203.9,83,34.66,239.5,98,20.36,227.1,107,10.22,13.2,6,3.56,1,no
NV,185,415,no,no,0,101.2,84,17.2,267.4,99,22.73,175.3,123,7.89,10.2,2,2.75,1,no
ID,159,510,no,no,0,170.6,110,29.0,245.3,121,20.85,199.8,85,8.99,11.5,7,3.11,0,no
MN,113,415,no,yes,6,203.1,102,34.53,200.1,80,17.01,237.2,71,10.67,11.8,10,3.19,2,no
VT,102,408,no,no,0,207.8,94,35.33,227.2,93,19.31,186.1,88,8.37,9.9,7,2.67,2,no
DE,61,510,no,no,0,193.7,114,32.93,210.0,83,17.85,155.5,113,7.0,12.5,4,3.38,2,no
UT,179,408,no,no,0,221.2,107,37.6,198.7,94,16.89,165.5,138,7.45,6.9,3,1.86,1,no
LA,149,408,no,no,0,188.1,75,31.98,185.0,124,15.73,211.4,102,9.51,8.3,5,2.24,1,no
RI,88,415,no,no,0,187.7,77,31.91,219.4,100,18.65,222.8,118,10.03,14.0,6,3.78,2,no
CO,100,510,no,no,0,159.2,69,27.06,226.0,91,19.21,224.7,122,10.11,13.6,1,3.67,2,yes
UT,147,408,no,no,0,228.3,106,38.81,238.9,88,20.31,194.7,76,8.76,13.6,6,3.67,1,no
SD,98,408,no,no,0,183.5,97,31.2,176.7,118,15.02,142.2,94,6.4,8.4,3,2.27,3,no
NV,140,415,no,no,0,211.6,98,35.97,191.4,101,16.27,234.7,74,10.56,7.7,3,2.08,1,no
RI,88,415,no,yes,10,227.7,90,38.71,155.5,105,13.22,192.5,106,8.66,7.3,3,1.97,3,no
AZ,115,510,no,no,0,246.1,105,41.84,201.5,116,17.13,208.7,99,9.39,9.5,7,2.57,2,no
NV,119,408,no,no,0,261.3,97,44.42,205.0,88,17.43,220.6,93,9.93,9.0,7,2.43,2,yes
ND,114,408,no,no,0,241.8,82,41.11,183.9,104,15.63,230.8,103,10.39,13.9,4,3.75,5,no
AR,150,415,no,no,0,268.2,96,45.59,169.1,123,14.37,152.3,105,6.85,10.9,1,2.94,1,no
VA,90,510,no,no,0,126.4,73,21.49,255.2,103,21.69,204.7,66,9.21,11.1,5,3.0,0,no
TN,104,510,no,yes,7,125.7,98,21.37,133.6,130,11.36,161.7,101,7.28,11.0,3,2.97,2,no
KS,172,510,no,no,0,177.6,114,30.19,219.6,85,18.67,152.2,112,6.85,12.1,6,3.27,3,no
SD,118,510,no,no,0,191.7,78,32.59,233.6,63,19.86,186.1,90,8.37,7.7,5,2.08,1,no
TX,83,408,no,yes,6,132.3,78,22.49,208.5,84,17.72,181.6,105,8.17,9.0,4,2.43,1,no
TX,77,415,no,no,0,194.9,113,33.13,228.7,85,19.44,160.8,80,7.24,12.4,3,3.35,2,no
MA,56,408,yes,no,0,177.4,130,30.16,215.1,93,18.28,229.0,125,10.3,8.7,3,2.35,3,yes
AR,74,408,no,no,0,191.8,106,32.61,240.8,108,20.47,286.6,97,12.9,9.7,4,2.62,0,no
IN,100,510,no,no,0,142.0,59,24.14,217.2,100,18.46,214.3,103,9.64,12.9,5,3.48,1,no
MS,62,510,yes,no,0,214.9,82,36.53,186.7,80,15.87,222.8,117,10.03,9.3,3,2.51,1,yes
OH,171,510,no,no,0,152.5,87,25.93,196.4,100,16.69,266.1,131,11.97,11.9,1,3.21,2,no
MD,52,408,no,yes,8,155.1,112,26.37,191.2,72,16.25,214.4,110,9.65,2.8,4,0.76,1,no
MN,102,408,no,yes,9,175.0,120,29.75,193.8,104,16.47,202.3,92,9.1,11.1,4,3.0,0,no
NY,95,408,no,yes,9,109.1,105,18.55,264.8,130,22.51,223.0,86,10.04,5.3,3,1.43,3,no
CT,163,408,yes,no,0,215.2,130,36.58,259.4,101,22.05,216.6,103,9.75,11.4,1,3.08,2,no
GA,42,415,no,no,0,179.7,118,30.55,184.6,124,15.69,173.9,112,7.83,6.1,5,1.65,4,no
ID,46,510,no,no,0,169.5,85,28.82,168.5,107,14.32,177.6,90,7.99,13.9,3,3.75,1,no
ID,84,415,no,yes,5,119.2,73,20.26,214.5,112,18.23,222.9,109,10.03,6.3,5,1.7,2,no
VT,149,510,yes,no,0,130.8,90,22.24,247.4,106,21.03,204.1,106,9.18,12.0,7,3.24,0,no
OR,139,408,no,yes,7,124.0,129,21.08,176.3,113,14.99,173.0,101,7.79,16.2,8,4.37,1,no
ND,130,510,no,yes,11,130.4,113,22.17,165.6,128,14.08,159.3,121,7.17,8.3,8,2.24,1,no
OK,87,510,no,yes,9,237.7,98,40.41,143.0,131,12.16,208.6,76,9.39,3.8,5,1.03,1,no
ND,16,408,no,no,0,156.0,107,26.52,216.9,117,18.44,186.3,102,8.38,12.5,4,3.38,1,no
TN,140,408,yes,no,0,103.5,101,17.6,165.3,72,14.05,259.3,117,11.67,8.2,2,2.21,0,no
PA,114,415,no,no,0,184.5,100,31.37,203.4,79,17.29,188.5,119,8.48,13.8,2,3.73,2,no
MD,115,415,no,no,0,206.0,94,35.02,180.2,72,15.32,244.9,144,11.02,13.6,4,3.67,4,yes
VA,31,408,no,no,0,154.1,133,26.2,138.7,134,11.79,209.1,89,9.41,9.4,4,2.54,2,no
NJ,87,510,no,no,0,180.8,99,30.74,231.3,108,19.66,198.3,100,8.92,6.8,3,1.84,2,no
UT,75,510,no,no,0,159.3,79,27.08,169.9,108,14.44,204.6,109,9.21,10.6,7,2.86,1,no
UT,113,408,no,no,0,161.5,109,27.46,252.9,114,21.5,228.3,105,10.27,5.5,4,1.49,3,no
MN,34,415,no,no,0,224.0,123,38.08,189.3,108,16.09,199.9,70,9.0,11.7,7,3.16,2,no
MT,55,415,no,no,0,173.9,120,29.56,210.5,111,17.89,211.9,107,9.54,6.0,3,1.62,2,yes
AZ,62,510,no,no,0,172.7,140,29.36,235.3,101,20.0,229.4,98,10.32,13.1,1,3.54,1,no
KY,96,510,no,no,0,111.6,88,18.97,133.7,95,11.36,216.5,102,9.74,14.2,3,3.83,1,no
TX,135,408,no,no,0,198.4,106,33.73,250.3,83,21.28,162.7,110,7.32,7.7,3,2.08,0,no
AK,109,408,no,no,0,261.2,98,44.4,210.8,112,17.92,206.5,91,9.29,10.6,2,2.86,3,yes
NE,77,510,yes,yes,10,195.7,128,33.27,205.6,102,17.48,147.9,115,6.66,7.6,9,2.05,1,no
OH,89,510,no,yes,6,154.6,102,26.28,180.9,121,15.38,253.4,74,11.4,10.5,6,2.83,3,no
SD,69,415,no,no,0,210.2,106,35.73,224.0,110,19.04,283.7,110,12.77,6.2,1,1.67,2,no
WV,23,510,no,no,0,195.1,110,33.17,225.7,89,19.18,213.4,117,9.6,3.0,2,0.81,3,no
OR,128,510,no,no,0,179.5,78,30.52,182.5,98,15.51,224.1,68,10.08,8.3,3,2.24,1,no
SC,166,408,no,no,0,194.1,110,33.0,253.1,66,21.51,187.4,95,8.43,12.2,2,3.29,1,no
FL,67,408,no,yes,9,205.4,83,34.92,176.8,105,15.03,235.3,80,10.59,8.3,6,2.24,0,no
NY,51,415,no,yes,15,131.6,96,22.37,139.4,98,11.85,201.9,82,9.09,8.6,5,2.32,3,no
WY,53,415,yes,yes,9,220.6,104,37.5,211.9,110,18.01,199.7,60,8.99,11.6,5,3.13,2,no
WA,92,510,no,no,0,196.4,126,33.39,173.3,49,14.73,237.8,75,10.7,11.1,4,3.0,1,no
KS,135,408,no,no,0,221.1,113,37.59,200.0,113,17.0,211.1,87,9.5,7.3,5,1.97,2,no
MS,120,408,yes,no,0,154.0,81,26.18,158.7,69,13.49,131.5,102,5.92,2.1,5,0.57,0,no
MT,117,408,yes,no,0,213.3,105,36.26,156.3,78,13.29,236.9,99,10.66,12.0,4,3.24,2,yes
NJ,91,408,no,no,0,161.4,54,27.44,174.4,121,14.82,270.8,119,12.19,11.2,4,3.02,1,no
WV,53,408,no,yes,11,150.6,121,25.6,289.0,79,24.57,171.0,80,7.69,13.8,5,3.73,4,no
LA,63,510,no,no,0,181.3,87,30.82,176.2,88,14.98,197.5,115,8.89,10.0,1,2.7,2,no
ME,140,510,no,no,0,176.4,70,29.99,197.8,98,16.81,219.2,118,9.86,9.8,4,2.65,1,yes
RI,69,415,no,no,0,170.9,128,29.05,177.9,68,15.12,163.2,119,7.34,10.8,2,2.92,1,no
VT,159,415,no,no,0,163.0,105,27.71,259.8,57,22.08,175.8,129,7.91,13.3,3,3.59,3,no
CA,55,510,no,yes,6,130.5,80,22.19,214.6,74,18.24,198.4,71,8.93,11.6,8,3.13,4,no
CA,161,408,yes,no,0,183.0,92,31.11,210.7,74,17.91,173.5,100,7.81,9.1,5,2.46,2,yes
AL,163,415,no,yes,5,134.4,92,22.85,208.8,128,17.75,189.4,103,8.52,12.2,6,3.29,4,no
VA,90,408,no,yes,15,198.3,73,33.71,261.3,97,22.21,166.9,87,7.51,5.4,1,1.46,2,no
NC,70,510,no,no,0,165.4,90,28.12,123.8,117,10.52,135.9,64,6.12,12.7,4,3.43,2,no
DC,98,408,no,yes,20,222.7,139,37.86,194.5,94,16.53,221.2,122,9.95,7.9,6,2.13,3,no
NV,80,408,no,no,0,68.6,54,11.66,212.4,74,18.05,201.9,70,9.09,10.9,5,2.94,1,no
MN,93,415,no,yes,10,244.1,108,41.5,229.1,136,19.47,227.8,76,10.25,12.0,3,3.24,1,no
MD,78,415,no,no,0,171.4,83,29.14,226.5,99,19.25,225.1,129,10.13,9.2,7,2.48,1,no
AR,118,510,no,no,0,167.0,72,28.39,219.4,79,18.65,226.1,114,10.17,9.1,3,2.46,1,no
AL,154,415,no,no,0,150.5,86,25.59,246.0,88,20.91,207.6,88,9.34,5.0,3,1.35,0,no
RI,116,510,no,yes,11,173.2,120,29.44,137.5,132,11.69,279.0,96,12.55,6.9,6,1.86,4,no
MS,44,408,yes,no,0,160.3,120,27.25,193.2,101,16.42,212.8,95,9.58,6.6,3,1.78,1,no
OR,56,408,no,yes,12,147.2,124,25.02,158.0,122,13.43,179.5,82,8.08,9.9,7,2.67,0,no
NY,42,408,no,no,0,160.0,73,27.2,174.1,102,14.8,169.5,125,7.63,6.9,6,1.86,0,no
VA,57,415,no,no,0,128.0,117,21.76,233.4,111,19.84,223.7,83,10.07,12.5,2,3.38,3,no
CO,84,510,no,no,0,185.4,115,31.52,181.0,87,15.39,258.1,119,11.61,12.4,5,3.35,2,no
MN,136,415,no,no,0,127.6,107,21.69,191.0,112,16.23,228.0,119,10.26,11.8,5,3.19,0,no
VT,132,408,no,yes,7,244.0,116,41.48,195.0,148,16.58,144.8,110,6.52,5.0,4,1.35,0,no
NJ,170,510,no,no,0,141.4,92,24.04,172.1,103,14.63,181.2,104,8.15,13.3,4,3.59,1,no
AZ,125,415,no,no,0,203.8,89,34.65,177.0,109,15.05,230.8,95,10.39,11.4,0,3.08,3,no
DE,120,415,no,no,0,179.2,88,30.46,240.5,97,20.44,160.7,107,7.23,9.8,6,2.65,2,no
MS,100,408,no,no,0,173.4,120,29.48,264.3,107,22.47,157.6,102,7.09,8.2,10,2.21,0,no
AL,1,415,no,no,0,177.3,99,30.14,218.5,105,18.57,253.1,101,11.39,9.8,5,2.65,3,no
TX,104,408,no,no,0,172.7,93,29.36,218.2,84,18.55,199.3,101,8.97,11.7,4,3.16,1,no
NV,57,510,no,no,0,234.0,107,39.78,222.8,93,18.94,154.2,118,6.94,10.9,6,2.94,2,no
KY,28,408,no,yes,11,185.2,111,31.48,190.9,89,16.23,246.6,129,11.1,7.3,8,1.97,3,no
MT,101,415,no,no,0,158.6,81,26.96,146.8,129,12.48,175.5,81,7.9,8.7,4,2.35,2,no
OK,119,415,no,no,0,259.3,117,44.08,197.9,100,16.82,181.6,81,8.17,8.3,5,2.24,0,no
AR,72,510,no,no,0,167.1,92,28.41,244.5,65,20.78,197.4,131,8.88,10.2,5,2.75,1,no
MS,15,408,no,no,0,180.1,93,30.62,126.9,108,10.79,158.7,92,7.14,9.2,1,2.48,1,no
KY,135,408,no,no,0,73.5,100,12.5,131.4,119,11.17,235.0,100,10.57,10.6,3,2.86,2,no
NJ,121,510,no,no,0,115.9,90,19.7,93.1,76,7.91,225.0,119,10.12,6.6,1,1.78,2,no
ID,99,415,no,no,0,136.1,127,23.14,250.6,105,21.3,191.6,78,8.62,13.2,4,3.56,0,no
GA,37,415,no,yes,6,218.3,87,37.11,207.3,97,17.62,174.3,87,7.84,8.2,3,2.21,1,no
KS,63,408,no,no,0,144.3,72,24.53,183.4,126,15.59,170.4,85,7.67,10.6,6,2.86,3,no
DE,61,415,no,no,0,166.0,95,28.22,157.7,91,13.4,127.4,138,5.73,7.2,2,1.94,3,no
MS,22,415,no,no,0,249.2,115,42.36,210.0,88,17.85,205.8,117,9.26,17.8,3,4.81,2,no
OK,95,408,no,yes,8,50.7,121,8.62,114.7,100,9.75,186.0,127,8.37,8.4,5,2.27,6,no
UT,125,415,no,no,0,194.7,120,33.1,208.1,109,17.69,205.5,113,9.25,5.3,7,1.43,1,no
CO,66,415,no,no,0,267.7,103,45.51,262.1,109,22.28,226.4,118,10.19,6.3,5,1.7,2,yes
OH,55,510,no,no,0,200.7,72,34.12,190.5,79,16.19,204.4,92,9.2,10.5,5,2.83,2,no
FL,120,510,no,no,0,187.9,81,31.94,214.9,139,18.27,151.3,114,6.81,12.6,7,3.4,2,no
IN,65,415,no,no,0,145.8,90,24.79,209.5,117,17.81,237.8,83,10.7,7.5,9,2.03,3,no
NJ,26,510,no,no,0,227.6,120,38.69,169.1,95,14.37,210.3,113,9.46,3.9,3,1.05,1,yes
NJ,59,415,yes,no,0,219.5,76,37.32,251.6,96,21.39,216.1,128,9.72,11.8,5,3.19,1,no
OH,87,415,yes,no,0,209.8,120,35.67,210.3,97,17.88,233.9,83,10.53,9.8,6,2.65,1,yes
MT,83,415,no,no,0,149.4,85,25.4,206.5,103,17.55,201.4,110,9.06,8.3,8,2.24,2,yes
NV,78,415,no,no,0,211.3,100,35.92,245.0,151,20.83,239.8,90,10.79,8.5,3,2.29,1,yes
PA,160,415,no,yes,8,180.0,118,30.6,209.4,98,17.8,195.0,121,8.78,7.8,4,2.11,1,no
WV,93,415,no,yes,8,85.3,104,14.5,211.6,84,17.99,173.3,114,7.8,12.7,3,3.43,1,no
OH,78,415,no,yes,5,171.8,87,29.21,236.6,135,20.11,188.4,127,8.48,9.1,6,2.46,2,no
IN,83,510,no,no,0,94.6,114,16.08,196.7,94,16.72,190.6,100,8.58,12.0,7,3.24,2,no
NY,53,408,no,yes,8,219.1,89,37.25,200.8,95,17.07,213.6,74,9.61,13.3,8,3.59,0,yes
NV,90,415,no,no,0,168.4,95,28.63,191.9,92,16.31,153.6,129,6.91,14.2,0,3.83,4,no
VA,146,415,no,no,0,168.1,85,28.58,234.5,123,19.93,159.2,75,7.16,10.7,8,2.89,2,no
AR,73,415,no,no,0,142.4,114,24.21,293.1,110,24.91,168.0,117,7.56,15.2,4,4.1,1,no
TN,112,415,no,no,0,210.5,116,35.79,180.0,101,15.3,176.5,114,7.94,13.6,7,3.67,1,yes
CT,82,408,no,no,0,160.3,104,27.25,207.5,80,17.64,202.4,105,9.11,9.1,2,2.46,1,no
NC,127,415,no,no,0,204.2,71,34.71,215.0,79,18.28,184.1,103,8.28,9.9,6,2.67,2,no
CT,129,415,no,yes,9,228.1,97,38.78,240.9,90,20.48,178.4,120,8.03,12.1,3,3.27,0,no
AL,80,408,yes,yes,5,228.2,98,38.79,180.7,90,15.36,224.4,89,10.1,9.7,4,2.62,0,yes
CA,36,408,no,no,0,206.3,127,35.07,185.3,85,15.75,225.4,103,10.14,12.2,5,3.29,2,yes
KY,106,408,no,no,0,155.8,94,26.49,154.6,89,13.14,265.9,103,11.97,10.8,3,2.92,2,no
TX,195,510,no,no,0,174.2,87,29.61,181.2,92,15.4,246.4,92,11.09,10.9,3,2.94,2,no
IA,68,408,no,no,0,209.0,122,35.53,248.6,71,21.13,225.3,112,10.14,8.8,0,2.38,0,no
TN,148,408,no,no,0,188.7,121,32.08,194.5,86,16.53,161.7,88,7.28,14.3,4,3.86,2,yes
MS,167,415,no,no,0,172.1,96,29.26,168.1,62,14.29,194.4,106,8.75,13.3,3,3.59,2,no
OK,23,415,yes,no,0,104.4,95,17.75,180.7,120,15.36,241.2,125,10.85,11.8,5,3.19,4,no
CA,91,415,no,no,0,173.5,101,29.5,207.6,72,17.65,227.8,119,10.25,7.8,2,2.11,3,yes
NV,120,415,no,yes,4,120.7,85,20.52,215.1,150,18.28,199.9,105,9.0,5.5,8,1.49,2,no
IL,93,408,no,no,0,249.7,88,42.45,212.1,109,18.03,224.4,90,10.1,8.9,4,2.4,4,yes
WY,72,415,no,no,0,192.8,94,32.78,175.6,109,14.93,213.1,74,9.59,10.3,2,2.78,0,no
ND,161,415,no,no,0,212.1,74,36.06,239.8,106,20.38,215.9,149,9.72,10.7,6,2.89,2,no
CO,153,510,no,no,0,164.8,137,28.02,202.7,82,17.23,229.7,97,10.34,13.2,5,3.56,2,no
AK,131,415,no,no,0,226.1,101,38.44,217.9,92,18.52,231.6,128,10.42,12.3,8,3.32,2,no
WI,106,510,no,no,0,145.8,55,24.79,207.7,84,17.65,204.1,97,9.18,10.8,1,2.92,0,no
TX,25,415,no,no,0,165.6,87,28.15,220.1,83,18.71,170.3,107,7.66,11.3,5,3.05,1,no
MT,58,510,no,no,0,160.5,86,27.29,193.9,90,16.48,191.6,115,8.62,13.5,7,3.65,0,no
OK,95,415,yes,yes,9,209.3,96,35.58,215.2,136,18.29,152.9,63,6.88,11.9,3,3.21,2,no
AK,154,408,no,no,0,176.0,119,29.92,220.0,103,18.7,212.3,73,9.55,8.6,3,2.32,3,no
OK,121,408,no,no,0,113.5,99,19.3,130.4,129,11.08,153.9,96,6.93,10.0,3,2.7,0,no
ND,99,510,no,yes,5,91.7,73,15.59,216.7,100,18.42,202.0,98,9.09,10.4,6,2.81,2,no
NJ,63,415,no,no,0,93.1,79,15.83,250.1,94,21.26,209.6,94,9.43,11.7,4,3.16,1,no
UT,91,408,no,no,0,213.7,131,36.33,203.4,87,17.29,168.8,82,7.6,5.6,4,1.51,3,yes
TX,186,510,no,no,0,140.8,89,23.94,220.6,67,18.75,167.6,78,7.54,9.1,7,2.46,3,yes
TX,104,510,no,no,0,232.1,122,39.46,209.0,93,17.77,209.4,89,9.42,15.2,1,4.1,1,no
NH,31,415,no,yes,8,213.5,74,36.3,165.4,119,14.06,221.0,127,9.95,8.0,4,2.16,3,no
MN,70,510,no,no,0,169.0,90,28.73,197.5,90,16.79,218.3,116,9.82,8.9,2,2.4,2,no
SC,50,510,no,yes,11,239.5,76,40.72,173.4,117,14.74,239.6,86,10.78,7.8,3,2.11,3,yes
CA,73,510,no,no,0,196.9,79,33.47,200.2,126,17.02,204.0,123,9.18,9.9,2,2.67,1,no
CO,171,408,no,yes,8,248.2,109,42.19,228.6,85,19.43,232.7,110,10.47,9.2,2,2.48,0,no
WI,125,510,no,no,0,180.0,130,30.6,254.1,82,21.6,242.3,110,10.9,10.7,0,2.89,1,no
VA,142,408,no,no,0,272.8,91,46.38,188.7,84,16.04,239.4,116,10.77,7.4,5,2.0,1,no
RI,89,415,no,no,0,221.1,107,37.59,130.1,94,11.06,166.5,116,7.49,12.7,5,3.43,2,no
MN,101,408,yes,no,0,183.2,142,31.14,223.2,59,18.97,206.5,86,9.29,12.6,2,3.4,4,yes
NY,101,415,no,no,0,139.1,104,23.65,161.0,105,13.69,261.0,74,11.74,9.9,6,2.67,1,no
VT,39,510,no,yes,7,96.9,106,16.47,265.4,122,22.56,91.6,128,4.12,13.6,2,3.67,2,no
MD,170,510,no,no,0,172.4,78,29.31,187.5,73,15.94,213.0,121,9.58,9.6,1,2.59,1,no
RI,82,510,no,no,0,218.9,95,37.21,183.5,119,15.6,172.9,103,7.78,6.9,3,1.86,1,no
SD,81,408,no,yes,8,152.5,124,25.93,130.5,96,11.09,196.0,94,8.82,8.0,7,2.16,1,no
GA,145,408,no,no,0,170.3,57,28.95,110.3,86,9.38,182.0,107,8.19,5.6,5,1.51,1,no
AR,44,510,no,yes,8,151.2,113,25.7,213.4,83,18.14,180.0,86,8.1,11.7,2,3.16,0,no
MN,109,510,no,no,0,127.8,89,21.73,193.1,141,16.41,204.3,114,9.19,11.5,3,3.11,2,no
AL,117,415,no,no,0,216.5,79,36.8,185.1,101,15.73,178.2,114,8.02,8.4,7,2.27,0,no
ID,90,510,no,yes,9,157.9,115,26.84,224.7,109,19.1,100.7,96,4.53,11.9,3,3.21,0,no
CT,148,415,no,no,0,213.0,100,36.21,229.1,69,19.47,129.3,72,5.82,18.5,4,5.0,1,no
TN,143,415,yes,no,0,179.8,60,30.57,200.3,105,17.03,208.7,93,9.39,10.4,3,2.81,1,yes
KS,48,510,no,no,0,129.8,92,22.07,231.2,106,19.65,169.8,100,7.64,6.0,6,1.62,3,no
ID,137,415,no,no,0,215.1,106,36.57,229.0,108,19.46,188.1,96,8.46,10.6,4,2.86,5,yes
TX,1,510,no,no,0,253.9,83,43.16,234.7,81,19.95,205.8,108,9.26,6.3,4,1.7,3,no
WI,123,415,no,no,0,136.5,114,23.21,260.8,98,22.17,214.1,116,9.63,9.5,5,2.57,1,no
SD,97,415,no,no,0,145.2,98,24.68,197.0,66,16.75,227.1,118,10.22,11.6,5,3.13,1,no
NY,87,415,no,no,0,122.5,104,20.83,277.2,120,23.56,129.1,105,5.81,10.9,3,2.94,1,no
NC,108,408,no,no,0,148.2,100,25.19,174.7,82,14.85,228.2,108,10.27,12.3,6,3.32,1,no
AR,101,415,no,yes,10,132.6,140,22.54,240.7,92,20.46,200.1,93,9.0,6.4,8,1.73,2,no
VT,113,408,no,yes,9,125.0,108,21.25,231.2,105,19.65,229.6,110,10.33,12.0,2,3.24,1,no
CO,89,415,yes,no,0,242.9,89,41.29,132.2,90,11.24,212.1,105,9.54,6.2,5,1.67,1,yes
VA,84,408,no,no,0,204.6,96,34.78,215.6,87,18.33,208.0,115,9.36,7.8,10,2.11,1,no
DE,103,415,no,no,0,193.1,94,32.83,212.6,92,18.07,244.9,110,11.02,8.0,5,2.16,0,no
NH,71,415,no,no,0,169.3,127,28.78,188.2,102,16.0,203.4,100,9.15,8.0,3,2.16,1,no
KS,99,510,no,no,0,139.9,107,23.78,128.8,79,10.95,244.7,100,11.01,7.8,1,2.11,0,no
UT,100,408,no,no,0,164.9,126,28.03,276.0,101,23.46,284.6,88,12.81,9.2,4,2.48,2,no
CA,161,408,no,yes,8,179.6,79,30.53,204.9,96,17.42,209.5,91,9.43,12.3,4,3.32,0,no
HI,112,510,no,no,0,200.8,133,34.14,176.8,115,15.03,224.8,47,10.12,7.5,0,2.03,2,no
OK,112,510,no,no,0,245.5,100,41.74,246.9,87,20.99,202.0,75,9.09,12.7,1,3.43,5,no
GA,90,415,yes,no,0,177.8,111,30.23,123.1,100,10.46,185.7,124,8.36,12.2,4,3.29,3,no
TN,134,415,no,yes,6,146.7,94,24.94,272.9,92,23.2,203.8,125,9.17,11.7,6,3.16,4,yes
LA,96,415,no,no,0,133.3,103,22.66,150.6,98,12.8,137.0,66,6.17,8.6,2,2.32,3,no
CO,115,510,no,yes,9,143.3,118,24.36,197.9,128,16.82,171.0,72,7.69,8.4,2,2.27,2,no
WV,84,408,yes,no,0,258.7,143,43.98,192.8,69,16.39,233.2,104,10.49,11.5,4,3.11,2,yes
WV,155,510,no,yes,9,219.7,90,37.35,200.7,65,17.06,239.8,95,10.79,10.1,6,2.73,1,no
